facility,confirmed,presumed,total,name,formatted_address,county,lat,lng,place_id,results
THE GROVE AT VALHALLA REHABILITATION AND NURSING,1,3,13,The Grove at Valhalla Rehabilitation and Nursing Center,"61 Grasslands Rd #1543, Valhalla, NY 10595, United States",Westchester,41.0657833,-73.7833916,ChIJz8F74pmVwokRAlrSCr8eTUg,1
THE KNOLLS,0,1,01,Knoll Golf Club West,"990 Greenbank Dr, Boonton, NJ 07005, United States",Westchester,40.8963172,-74.38418109999999,ChIJwaZvADYGw4kRvV1AXcK68RA,1
"THE NEW JEWISH HOME, SARAH NEUMAN",39,0,390,"The New Jewish Home, Sarah Neuman Westchester","845 Palmer Ave, Mamaroneck, NY 10543, United States",Westchester,40.9445492,-73.74547799999999,ChIJbaECpImRwokRBTxW6kqPxQE,1
THE OSBORN,3,5,35,The Osborn,"101 Theall Rd, Rye, NY 10580, United States",Westchester,40.9725488,-73.6996066,ChIJU23EiMuRwokR03BrcfG1cfo,1
THE PARAMOUNT AT SOMERS REHABILITATION AND NURSING,3,20,320,The Paramount at Somers Rehabilitation & Nursing Center,"2811, 189 NY-100, Somers, NY 10589, United States",Westchester,41.29577099999999,-73.70418699999999,ChIJvwXZ2XmxwokRBXu8xb8pmnk,1
THE WARTBURG HOME,21,13,2113,Wartburg,"Station Pl, Mt Vernon, NY 10552, United States",Westchester,40.9189921,-73.8132253,ChIJq6qqql6NwokRjwYPSCMGpe0,2
UNITED HEBREW GERIATRIC CENTER,4,6,46,United Hebrew of New Rochelle,"391 Pelham Rd, New Rochelle, NY 10805, United States",Westchester,40.8966512,-73.77904099999999,ChIJf5J5RLqNwokRcP4mc4bwc_w,1
VICTORIA HOME,2,3,23,Victoria Home Skilled Nursing and Rehabilitation,"25 N Malcolm St, Ossining, NY 10562, United States",Westchester,41.16433809999999,-73.8656592,ChIJpz-_KrbAwokRR-2rgPLa_uQ,1
WATERVIEW HILLS REHABILITATION AND NURSING CENTER,1,1,11,Waterview Hills Campus,"537 NY-22, Purdys, NY 10578, United States",Westchester,41.3314969,-73.6559188,ChIJZUcWiniywokRbntaTG5GB3A,2
WESTCHESTER CENTER FOR REHABILITATION & NURSING,5,0,50,Westchester Center for Rehabilitation & Nursing,"10 Claremont Ave #1609, Mt Vernon, NY 10550, United States",Westchester,40.91190539999999,-73.8268384,ChIJR8OBfTiNwokRG792ZwN3-70,1
WHITE PLAINS CENTER FOR NURSING CARE,5,0,50,White Plains Center for Nursing Care,"220 West New York, Post Rd, White Plains, NY 10606, United States",Westchester,41.0189143,-73.77709999999999,ChIJw4GZLGqUwokRZtInVUkNB4Q,1
YONKERS GARDENS CENTER FOR NURSING AND,6,12,612,Yonkers Gardens,"115 S Broadway, Yonkers, NY 10701, United States",Westchester,40.929842,-73.8978612,ChIJJ_xgUAbzwokR3lQCl8lPCME,1
YORKTOWN REHABILITATION & NURSING CENTER,4,5,45,Yorktown Rehabilitation & Nursing Center,"2300 Catherine St, Cortlandt, NY 10567, United States",Westchester,41.2830505,-73.848069,ChIJ52jCfcbJwokRYd6bRC_MCeQ,1
WYOMING COUNTY COMMUNITY HOSPITAL SNF,2,0,20,Wyoming County Community Health System,"400 N Main St, Warsaw, NY 14569, United States",Wyoming,42.7542766,-78.130839,ChIJWXGyiN7E04kR4Jc7ivdbIdc,1
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,2,0,2,Soldiers and Sailors Memorial Hospital,"418 N Main St, Penn Yan, NY 14527, United States",Yates,42.671208,-77.06173869999999,ChIJ9cnvECrk0IkReSdOuSvfKfk,1
